title1,title2,score
"Top 20 cheapest private universities in Nigeria in 2026","Senator Maanzo urges government to crack down on goonism",0.451684
"Who is the shortest NBA player in 2021? The top 10 list","Pilot goes viral after writing 'I'm bored' with plane's flight path during test flight",0.451601
"Record prize money makes Fifa World Cup richest tournament in history","Litmus test: Firm in liquidation battle bids for Sh65bn Ketraco deal",0.451598
"Lionel Messi tattoos explained ahead of England vs Argentina World Cup semi-final","Curb public debt crisis",0.451524
"Rigathi Gachagua warns Matiang'i against ditching opposition for Ruto's side: ""Utaenda pekee yako""","Top 20 cheapest private universities in Nigeria in 2026",0.451522
"How Fred and Sydney Warner balance professional careers and parenthood","Kenyans on Alert as UK Announces Overhaul of Visa Rules from August",0.451414
"Landman Season 3 production timeline and what you should expect","The irony of incompetence, embarrassment at Interior Ministry",0.451387
"Lionel Messi tattoos explained ahead of England vs Argentina World Cup semi-final","Why presidential run-off is inevitable if polls were held today",0.451338
"The irony of incompetence, embarrassment at Interior Ministry","Who is Carla to Harry Styles? The true story behind 'Carla's Song'",0.451323
"List of Newsmax female anchors, hosts, and reporters to watch","Pilot goes viral after writing 'I'm bored' with plane's flight path during test flight",0.451293
"What happened to Lightning and Thunder? The true story of the iconic duo","Pilot goes viral after writing 'I'm bored' with plane's flight path during test flight",0.451204
"Inside the life of Bridget and Stephen Lancaster, the culinary power couple","Ol Kalou: Kanini Kega's car attacked as DCP, UDA supporters clash ahead of July 16 poll",0.451200
"NTSA sounds alarm over uncollected logbooks as deadline nears","Who is the shortest NBA player in 2021? The top 10 list",0.451167
"How E. Jean Carroll's net worth changed after her legal victory against Donald Trump","Mystery of missing girl expelled from school over miniskirt, dyed hair",0.451154
"Landman Season 3 production timeline and what you should expect","UAE lists over 60 countries eligible for visa on arrival, Kenya included",0.451141
"Inside the life of Bridget and Stephen Lancaster, the culinary power couple","EACC launches probe into Ol Kalou voter bribery claims",0.451126
"How E. Jean Carroll's net worth changed after her legal victory against Donald Trump","SACCOs deny govt can dictate how members’ savings are invested",0.451119
"Power of local innovation in expanding healthcare among rural communities","Did Janelle Brown get married? The truth about her life post-Sister Wives",0.451109
"SHA to Make Changes to Emergency Ambulance Evacuations","What happened to Lightning and Thunder? The true story of the iconic duo",0.451101
"List of Newsmax female anchors, hosts, and reporters to watch","Ol Kalou: Kanini Kega's car attacked as DCP, UDA supporters clash ahead of July 16 poll",0.451098
"Kenyan newspapers review: Linda Mwananchi leaders attacked by goons in Kisumu, Nyahururu","Inside Jimmy Failla's net worth: Radio salary, stand‑up income & book royalties",0.451089
"Landman Season 3 production timeline and what you should expect","Who is the shortest NBA player in 2021? The top 10 list",0.451080
"Top 20 cheapest private universities in Nigeria in 2026","Governor Forced to Reinstate CECM Days After Sacking",0.451077
"TUK diploma courses offered, fee structure, admission requirements","Landman Season 3 production timeline and what you should expect",0.450969
"Who is Carla to Harry Styles? The true story behind 'Carla's Song'","Kenya faces 84% chance of experiencing PEV in 2027 – Kofi Annan report",0.450918
"How Fred and Sydney Warner balance professional careers and parenthood","Close Gachagua Ally and MP Attacked in Ol Kalou",0.450895
"Moringa School admission requirements and the fees that make most applicants look twice in 2026","Who is Carla to Harry Styles? The true story behind 'Carla's Song'",0.450879
"Who is Carla to Harry Styles? The true story behind 'Carla's Song'","Coach Cheche: Kenya’s long journey to Fifa U-17 Women's World Cup qualification",0.450864
"How E. Jean Carroll's net worth changed after her legal victory against Donald Trump","Who is the shortest NBA player in 2021? The top 10 list",0.450801
"Lionel Messi tattoos explained ahead of England vs Argentina World Cup semi-final","Kindiki's poll rankings tilt 2027 Ruto running mate slot in his favour",0.450751
"Top 20 cheapest private universities in Nigeria in 2026","Curb public debt crisis",0.450681
"William Ruto isn't foolish to lose 2027 election, Kiraitu Murungi sneers at Kenyans","What happened to Lightning and Thunder? The true story of the iconic duo",0.450652
"The truth about Myles Garrett’s net worth, beyond the NFL contract headlines","DCP gains ground in Nyeri Town as Roba Wa Bursary launches Gatitu drive",0.450626
"Inside Jimmy Failla's net worth: Radio salary, stand‑up income & book royalties","The highwaymen: Gangs terrorise motorists on Nairobi-Mombasa route",0.450615
"Fresh twist in Devani trial over Sh7.6bn Triton oil scandal","What happened to Lightning and Thunder? The true story of the iconic duo",0.450590
"Inside Jimmy Failla's net worth: Radio salary, stand‑up income & book royalties","The list of Kenya School of Government courses to apply for in 2026",0.450586
"Inside Jimmy Failla's net worth: Radio salary, stand‑up income & book royalties","Fresh details reveal why Jomo Kenyatta Boys students set 10 classes and offices on fire",0.450573
"Lobby Group Piles Pressure on IEBC Ahead of Ol Kalou By-Election","Who is Carla to Harry Styles? The true story behind 'Carla's Song'",0.450503
"Inside Jimmy Failla's net worth: Radio salary, stand‑up income & book royalties","Willis Otieno urges govt to communicate security threats with clarity",0.450484
"Popular Nairobi Matatu SACCO Takes Action on Driver Over Alleged Goon Mobilisation","Inside the life of Bridget and Stephen Lancaster, the culinary power couple",0.450471
"Pwani University courses offered in 2026 and contact details","Wetang'ula faces contempt of court over Ruto campaign order",0.450352
"Inside the life of Bridget and Stephen Lancaster, the culinary power couple","William Ruto isn't foolish to lose 2027 election, Kiraitu Murungi sneers at Kenyans",0.450348
"Ol Kalou by-election: Moses Kuria backs Kang'ata, lists 3 things Gachagua fears most","What happened to Lightning and Thunder? The true story of the iconic duo",0.450239
"Muchina makes final appeal as Ol Kalou campaigns end","Did Janelle Brown get married? The truth about her life post-Sister Wives",0.450230
"The truth about Kelly Osbourne’s face and her journey to a new look","Rigathi Gachagua meets Nairobi Senate aspirant Ken Babu at Wamunyoro residence",0.450227
"What happened to Lightning and Thunder? The true story of the iconic duo","U.S. Responds to Claims of New Peace Deal to End Sudan War",0.450218
"TUK diploma courses offered, fee structure, admission requirements","Lionel Messi tattoos explained ahead of England vs Argentina World Cup semi-final",0.450071
"All about Rick Brunson's parents' nationality, background, and family history","Why Linda Mwananchi brigade is ruffling feathers",0.450051
"Inside Jimmy Failla's net worth: Radio salary, stand‑up income & book royalties","SACCOs deny govt can dictate how members’ savings are invested",0.449981
"Lionel Messi tattoos explained ahead of England vs Argentina World Cup semi-final","Who is the shortest NBA player in 2021? The top 10 list",0.449833
"Did Janelle Brown get married? The truth about her life post-Sister Wives","EALA MP Kanini Kega reports that he has been attacked at Kasuku in Nyandarua",0.449754
"Rigathi Gachagua reveals he'll follow Uhuru Kenyatta's political direction: ""Chanda na pete""","The truth about Kelly Osbourne’s face and her journey to a new look",0.449751
"Ruto’s Fuel Price Cushion Plan Delayed After World Bank’s Directive","The truth about Kelly Osbourne’s face and her journey to a new look",0.449672
"How E. Jean Carroll's net worth changed after her legal victory against Donald Trump","Coach Cheche: Kenya’s long journey to Fifa U-17 Women's World Cup qualification",0.449627
"Ruto’s Fuel Price Cushion Plan Delayed After World Bank’s Directive","Who is Carla to Harry Styles? The true story behind 'Carla's Song'",0.449583
"How E. Jean Carroll's net worth changed after her legal victory against Donald Trump","Chaos on Major Highway as Motorists Spend Night Trapped in 33Km Traffic Jam",0.449567
"The truth about Kelly Osbourne’s face and her journey to a new look","Litmus test: Firm in liquidation battle bids for Sh65bn Ketraco deal",0.449514
"Pastor Kanyari's brother discloses how he's making money, shuts down claims he depends on offerings","Record prize money makes Fifa World Cup richest tournament in history",0.449483
"Kenyan newspapers, July 12: Rigathi Gachagua to present Uhuru report after 45-day conclave","Top 20 cheapest private universities in Nigeria in 2026",0.449462
"KRA squeezes debtors as new taxpayer growth fades","Who is Carla to Harry Styles? The true story behind 'Carla's Song'",0.449348
"List of Newsmax female anchors, hosts, and reporters to watch","EALA MP Kanini Kega reports that he has been attacked at Kasuku in Nyandarua",0.449305
"Police probe alleged shooting involving EALA lawmaker Kanini Kega","Inside the life of Bridget and Stephen Lancaster, the culinary power couple",0.449134
"Lobby Group Piles Pressure on IEBC Ahead of Ol Kalou By-Election","Inside the life of Bridget and Stephen Lancaster, the culinary power couple",0.449099
"Power of local innovation in expanding healthcare among rural communities","University ordered to pay students over missing marks",0.449058
"Who is the shortest NBA player in 2021? The top 10 list","Coach Cheche: Kenya’s long journey to Fifa U-17 Women's World Cup qualification",0.449038
"Who is the shortest NBA player in 2021? The top 10 list","The truth about Kelly Osbourne’s face and her journey to a new look",0.449014
